43490	14	35	400	466
44473	14	34	400	466
46439	14	44	400	466
47849	14	43	400	466
55452	14	1	400	466
55821	14	46	400	466
56332	14	42	400	466
58461	14	3	400	466
61349	14	1	400	466
62872	14	4	400	466
64032	14	1	400	466
64691	14	2	400	466
65273	14	78	400	466
66363	14	3	400	466
67351	14	5	400	466
68477	14	1	400	466
68732	14	1	400	466
68805	14	7	400	466
69379	14	6	400	466
69708	14	3	400	466
70186	14	1	400	466
70570	14	56	400	466
71047	14	56	400	466
71269	14	51	400	466
72421	14	18	400	466
72912	14	18	400	466
74404	14	19	400	466
74656	14	17	400	466
75153	14	19	400	466
76379	14	17	400	466
76640	14	18	400	466
76878	14	19	400	466
78217	14	31	400	466
78709	14	14	400	466
79108	14	1	400	466
80269	14	25	400	466
80764	14	21	400	466
81270	14	25	400	466
82595	14	18	400	466
82845	14	23	400	466
83346	14	21	400	466
84600	14	1	400	466
85104	14	1	400	466
86799	14	3	400	466
88831	14	1	400	466
89285	14	1	400	466
90670	14	2	400	466
91167	14	5	400	466
91399	14	1	400	466
91634	14	3	400	466
91865	14	1	400	466
92338	14	3	400	466
92561	14	3	400	466
94423	14	36	400	466
100064	14	44	400	466
